symbol,roa,roe,mce,niev,aegr,afcf,inc,avrt,wacc,ytd,exp_rat,debt / assets,inc / earn,roc
NREF,0.0,484766.24,0.71,0.25,inf,-11.09,,242383.12,7508.32,75083.2,0.14,0.91,0.0,
NRDY,,,3.44,-0.16,3.04,16.69,,,,,1.66,,-0.04,
NRDS,0.02,0.97,3.37,-0.05,-489.99,152.74,,0.5,,,1.06,,-0.06,0.03
NRC,0.27,0.89,11.73,0.04,7.79,-5.96,['1981'],0.72,0.58,7.19,0.66,0.14,0.03,0.41
NRBO,-2.29,-1.43,2.58,-0.41,9.33,12.59,,-3.0,,,inf,,,-2.79
NRAC,-0.19,16.23,-19.42,0.03,0.0,0.0,,7.92,7.92,79.33,0.0,0.0,0.0,-0.83
NR,-0.03,-0.05,0.8,-0.07,104.95,-108.69,['1932'],-0.06,-0.04,-17.07,1.02,0.13,-0.72,-0.04
NPO,0.04,0.09,1.92,0.07,157.66,130.37,,0.08,0.05,13.0,0.9,0.32,0.15,0.05
NPK,0.09,0.11,1.35,0.05,-9.48,295.2,['1905'],0.14,0.14,8.54,0.92,0.0,0.0,0.1
NPCE,-0.71,-0.03,0.53,-0.92,14.81,2.23,['1997'],-0.72,-0.37,-5.09,1.53,0.37,-0.31,-0.09
NPAB,-0.0,0.06,-39.42,-0.0,0.0,0.0,,0.03,0.03,33.63,0.0,0.0,0.0,-0.0
NOW,0.03,0.09,22.84,0.0,-811.9,-30.86,,0.08,0.06,13.1,0.96,0.14,0.11,0.06
NOVV,-0.01,-0.08,12.58,-0.01,0.0,0.0,,-0.05,-0.05,-20.5,0.0,0.0,0.0,-0.01
NOVT,0.05,0.11,10.76,0.01,1.76,18.01,['1968'],0.11,0.07,9.79,0.88,0.35,0.09,0.06
NOVN,-0.65,-3.13,1.1,-1.48,45.83,1.41,,-2.22,,,11.07,0.36,,-0.97
NOVA,-0.05,-0.06,2.08,-0.06,41.31,-26.14,,-0.08,0.0,-12.5,1.28,0.57,-1.73,-0.05
NOV,-0.19,-0.33,1.75,-0.03,6470.94,201.36,['1862'],-0.36,-0.26,-5.38,1.02,0.18,-0.57,-0.23
NOTV,-0.02,-0.15,1.37,0.08,155.9,15.27,['1974'],-0.1,-0.04,-10.4,1.05,0.48,-0.39,-0.04
NOTE,-0.2,0.21,0.0,0.0,83.61,-28.69,,-0.1,-0.62,-16.2,1.61,0.84,-1.27,-0.24
NOMD,0.03,0.09,1.46,0.06,5.52,15.67,,0.08,0.05,13.0,0.84,0.35,0.15,0.04
NOK,-0.01,-0.03,1.63,0.06,-12136.41,-52.48,['1865'],-0.02,-0.01,-50.1,0.91,0.11,0.1,-0.01
NOGN,-0.02,0.18,0.0,0.0,0.0,,,0.07,,,0.0,,,-0.93
NOG,-0.24,1.07,12.67,0.0,277.79,-234.69,,0.3,0.12,4.53,0.91,0.53,0.72,-0.31
NODK,0.05,0.09,0.84,0.03,0.0,1.72,['1946'],0.1,0.1,11.0,0.0,0.0,0.0,0.08
NOC,0.09,0.37,6.45,0.08,43.71,8.06,['1939'],0.28,0.16,5.17,0.79,0.3,0.07,0.12
NOAH,0.06,0.08,0.11,1.5,-154.67,-53.83,,0.1,,,0.72,,,0.07
NOA,0.0,0.0,0.0,0.0,0.0,0.0,['1953'],0.0,0.0,10.0,0.0,0.0,0.0,0.0
NNVC,-0.46,-0.51,0.78,-0.45,5.7,5.99,,-0.72,-0.72,-8.59,inf,0.0,-0.0,-0.51
NNOX,-0.82,0.62,1.76,-0.12,405.72,,,-0.51,-0.5,-6.96,48.21,0.01,-0.0,0.65
NNN,0.04,0.07,2.07,0.04,1.86,-5.1,,0.08,0.06,13.1,0.38,0.48,0.31,0.04
NNI,0.01,0.11,1.28,0.1,40.78,-0.47,['1978'],0.06,0.01,16.77,0.61,0.81,0.0,0.01
NNDM,-0.34,-0.48,0.47,-0.32,249.5,-15.7,,-0.58,-0.58,-7.52,8.9,0.0,-0.0,-0.4
NNBR,-0.1,-0.3,0.36,-0.16,-17.96,184.03,['1980'],-0.25,-0.11,-5.1,1.02,0.26,-1.82,-0.11
NN,-2.49,-0.31,3.15,-0.5,32.77,-42.07,,-2.64,,,56.61,,-0.42,-2.91
NMTR,-2.79,1.65,10.45,-0.08,33.04,-19.04,,-1.96,-1.96,-20.11,inf,0.0,-0.0,1.66
NMTC,-11.94,-0.28,3.58,-0.42,24.81,-17.48,,-12.08,,,43.06,,-0.0,0.06
NMRK,0.06,0.27,1.43,0.41,271.95,236.21,['1929'],0.2,0.07,5.7,0.98,0.1,0.69,0.1
NMRD,-1.29,-7.34,107.23,-0.28,55.25,-17.74,,-4.96,,,16.02,,-0.88,3.62
NMR,0.0,0.04,0.0,12.63,-117.36,-24.07,['1925'],0.02,0.0,50.0,0.79,0.22,0.0,0.01
NMM,0.01,0.02,0.43,0.68,-155.93,-479.63,,0.02,0.03,50.3,0.59,0.18,0.15,0.01
NMIH,0.1,0.15,1.17,0.13,31.27,-23.78,,0.18,0.16,7.16,0.32,0.16,0.1,0.12
NMG,-0.59,0.03,2.5,-0.15,79.61,-26.94,,-0.57,-0.54,-7.15,inf,0.02,-0.06,-1.15
NMFC,0.04,0.09,0.93,0.16,83.98,-616.27,,0.08,0.05,13.0,0.29,0.58,0.37,0.04
NM,-0.06,1.54,4.23,2.42,-62.85,-189.54,['1954'],0.71,0.14,2.81,0.63,0.57,0.67,-0.07
NLY,0.0,-0.0,2.75,0.07,-1500.75,,['1996'],0.0,0.0,inf,0.04,0.09,0.0,0.0
NLTX,-0.35,-0.38,0.14,-3.03,50.05,2.6,,-0.54,-0.54,-7.25,inf,0.0,,-0.37
NLSP,-11.9,-5.06,22.22,-0.99,91.95,314.21,,-14.43,,,inf,,-0.01,0.21
NLS,-0.01,-0.07,0.3,-0.45,-80.94,-124.19,['1986'],-0.05,-0.04,-20.4,1.03,0.09,-0.08,-0.02
NL,0.02,0.03,0.93,0.15,14.16,8.61,['1891'],0.04,0.04,25.4,0.92,0.0,0.1,0.02
NKTX,-0.26,0.06,1.09,-0.32,2635.19,-53.67,,-0.23,-0.23,-6.65,inf,0.0,,-0.29
NKTR,-0.17,-0.28,0.79,-0.97,-48.65,-104.21,['1990'],-0.31,,,5.38,,-0.11,-0.19
NKSH,0.01,0.09,1.24,0.09,8.99,2.1,['1891'],0.06,0.06,17.27,0.5,0.0,0.0,0.08
NKLA,-0.43,-0.28,1.52,-0.66,147.46,-46.52,,-0.57,-0.55,-7.25,inf,0.02,-0.0,-0.49
NKE,0.14,0.4,11.53,0.03,31.38,66.67,1964,0.34,0.23,5.24,0.86,0.22,0.04,0.19
NJR,0.03,0.1,2.86,0.03,-14.35,-22.92,['1981'],0.08,0.05,13.0,0.87,0.38,0.27,0.04
NIU,0.0,-0.01,0.24,0.76,-43.95,137.49,,-0.0,0.0,-inf,0.93,0.0,0.02,-0.01
NISN,-0.02,-0.02,0.1,1.77,-354.37,-367.94,,-0.03,-0.03,-33.63,0.76,0.0,,-0.02
NIO,-0.56,-0.53,0.56,-0.54,-4.5,-501.52,,-0.82,-0.63,-7.52,1.12,0.12,-0.14,-1.21
NINE,-0.33,-4.39,-8.62,-0.19,100.68,-136.69,,-2.52,0.45,4.1,1.14,0.87,-0.67,-0.37
NILE,-0.48,-1.83,0.05,-2.1,-8.19,-6.6,['1969'],-1.4,-1.12,-11.91,1.34,0.11,-0.1,-1.25
NICK,0.01,0.02,0.43,0.06,-39.39,180.82,['1985'],0.02,0.01,50.1,0.89,0.32,0.0,0.01
NICE,0.05,0.08,4.54,0.02,7.92,-4.77,['1986'],0.09,0.08,11.91,0.86,0.09,0.06,0.06
NIC,0.01,0.1,0.0,0.0,14.69,-17.96,,0.06,0.05,17.17,0.56,0.03,0.0,0.08
NI,0.01,0.04,2.02,0.05,-1461.67,140.77,1847,0.03,0.03,33.63,0.79,0.37,0.33,0.01
NHWK,-0.42,-0.63,0.0,0.0,30.66,-5.11,,-0.74,-0.74,-8.75,16.87,0.0,0.0,-0.53
NHTC,0.04,0.08,0.78,0.02,-68.13,-456.57,1988,0.08,0.08,13.3,0.97,0.0,0.0,0.06
NHIC,-0.0,0.11,0.0,0.0,0.0,0.0,,0.06,0.06,17.27,0.0,0.0,0.0,-0.0
NHI,0.05,0.1,1.69,0.04,-6.75,0.04,['1991'],0.1,0.07,10.7,0.38,0.44,0.28,0.05
NHC,0.06,0.09,1.04,0.15,69.35,207.53,['1971'],0.1,,,0.98,,0.05,0.07
NH,-0.37,-16.48,-0.18,-2.02,-24.72,42.96,,-8.61,16.1,160.88,1.65,1.26,-0.35,-0.54
NGVT,0.08,0.33,4.54,0.04,-9.17,0.22,['1964'],0.24,0.11,5.27,0.78,0.47,0.17,0.1
NGVC,0.03,0.1,1.6,0.09,29.91,41.24,['1955'],0.08,0.08,13.3,0.97,0.03,0.08,0.04
NGS,-0.02,-0.02,0.62,-0.06,718.05,41.6,['1998'],-0.03,,,1.13,,-0.01,-0.02
NGMS,-0.08,0.89,6.73,0.01,-108.59,-9.71,,0.36,0.36,6.38,0.95,0.11,2.1,-0.13
NGM,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,10.0,0.0,0.0,0.0,0.0
NGL,-0.03,-0.42,0.37,-1.23,-73.41,-21.5,['1940'],-0.24,0.05,-3.67,0.98,0.55,1.59,-0.04
NGG,0.02,0.08,1.91,0.05,18.96,20.03,['1990'],0.06,0.04,17.07,0.77,0.36,0.26,0.03
NGD,-0.15,-0.34,0.84,0.18,-121.16,38.66,['1980'],-0.32,-0.2,-5.12,0.82,0.2,0.18,-0.16
NGC,0.01,-0.18,-16.38,0.01,0.0,0.0,,-0.08,-0.08,-13.3,0.0,0.0,0.0,0.01
NG,-0.22,-0.43,25.44,-0.02,-11.24,10.78,1984,-0.44,-0.15,-3.77,inf,0.58,-0.29,-0.23
NFYS,0.01,-0.1,-17.91,0.01,0.0,0.0,,-0.04,-0.04,-25.4,0.0,0.0,0.0,0.01
NFNT,-0.0,0.06,0.0,0.0,0.0,0.0,,0.03,0.03,33.63,0.0,0.0,0.0,-0.0
NFLX,0.07,0.26,8.85,0.04,62.44,-611.22,['1997'],0.2,0.13,6.3,0.79,0.33,0.12,0.09
NFGC,-0.49,-0.68,6.07,-0.07,0.0,-59.29,,-0.83,-0.83,-9.5,0.0,0.0,-0.0,-0.67
NFG,0.04,0.12,3.35,0.06,-185.59,-507.67,['1902'],0.1,0.07,10.7,0.63,0.35,0.23,0.04
NFE,-0.06,-0.28,5.85,0.01,76.25,3.19,['1998'],-0.2,-0.04,-5.4,0.79,0.55,0.52,-0.1
NFBK,0.01,0.07,1.07,0.09,27.78,-7.08,['1887'],0.05,0.04,20.4,0.44,0.05,0.0,0.04
NEXT,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,10.0,0.0,0.0,0.0,0.0
NEXI,-1.4,0.21,0.12,-5.14,58.63,-36.41,,-1.3,-1.3,-13.77,inf,0.0,-0.02,-0.45
NEXA,-0.03,-0.09,0.52,0.16,-41.18,42.51,['1956'],-0.08,-0.01,-12.6,0.82,0.34,0.25,-0.03
NEX,-0.1,-0.21,4.42,-0.05,-39.24,-152.47,['1973'],-0.2,-0.09,-5.9,1.08,0.25,-0.21,-0.13
NEWT,0.06,0.14,1.02,0.2,49.1,,['1998'],0.13,0.08,8.49,0.56,0.45,0.43,0.06
NEWR,-0.11,-0.4,11.68,-0.07,88.02,-799.89,,-0.31,-0.12,-4.43,1.27,0.35,-0.02,-0.16
NEWP,-0.02,-0.02,2.86,-0.02,0.0,2.37,,-0.03,-0.03,-33.63,0.0,0.0,0.0,-0.02
NEU,0.12,0.36,4.36,0.06,-4.9,36.94,['1887'],0.3,0.16,4.93,0.88,0.31,0.12,0.15
NETI,-0.18,-0.6,0.58,0.06,-719.85,1239.78,,-0.48,-0.43,-6.38,1.03,0.07,-1.97,-0.2
NETC,-0.0,0.04,0.0,0.0,0.0,0.0,,0.02,0.02,50.2,0.0,0.0,0.0,-0.0
NET,-0.15,0.04,21.58,-0.01,50.76,51.62,,-0.13,-0.03,-7.99,1.19,0.48,-0.39,-0.18
NESR,0.02,0.03,0.6,0.09,-678.55,-212.94,,0.04,0.04,25.4,0.92,0.18,0.23,0.03
NERV,-0.48,-2.34,19.23,-0.33,-910.09,20.82,,-1.65,-1.65,-17.11,inf,0.0,-0.21,-0.51
NEPT,-0.5,-0.85,2.61,-0.6,75.23,-27.73,['1998'],-0.92,-0.7,-8.09,2.43,0.11,-0.03,-0.64
NEPH,-0.28,-0.59,0.93,-0.38,8.69,122.7,['1997'],-0.57,-0.56,-7.35,1.42,0.01,-0.01,-0.34
NEP,0.0,0.02,2.24,0.02,-180.19,-10.56,,0.01,0.01,100.1,0.75,0.31,0.19,0.01
NEOV,-1.09,-1.32,0.0,0.0,158.35,27.46,,-1.75,-1.7,-17.57,2.29,0.01,-0.01,-1.3
NEON,-0.39,-0.43,2.72,-0.1,31.34,-25.69,['1997'],-0.6,-0.6,-7.67,2.22,0.0,-0.0,-0.56
NEOG,0.07,0.08,2.02,0.03,-6.48,0.92,['1981'],0.11,0.11,10.19,0.84,0.0,0.0,0.07
NEO,0.0,0.01,1.22,-0.01,-48.23,210.26,,0.0,0.0,inf,1.2,0.28,-0.06,0.0
NEN,0.01,-0.07,-5.71,-0.01,-103.58,17.79,['1977'],-0.02,0.05,-49.5,0.78,1.04,1.0,0.01
NEM,0.05,0.08,1.77,0.03,221.55,-22.61,['1916'],0.09,0.08,11.91,0.83,0.14,0.13,0.05
NEGG,0.0,0.2,3.68,0.05,-103.11,-31.44,,0.1,0.1,11.0,0.99,0.0,0.02,-0.01
NEE,0.04,0.12,4.47,0.02,-14.46,-4.31,['1925'],0.1,0.06,10.6,0.82,0.36,0.41,0.04
NECB,0.01,0.08,0.94,0.05,-2.94,-13.7,['1934'],0.05,0.05,20.5,0.63,0.02,0.0,0.07
NE,-0.26,2.11,1.51,0.16,112.73,-138.11,['1921'],0.8,0.72,8.45,1.09,0.1,-0.46,-0.27
NDSN,0.1,0.21,6.46,0.03,15.15,-3.43,['1935'],0.2,0.15,6.5,0.74,0.21,0.04,0.11
NDRA,-1.36,-1.76,0.7,-1.48,6.58,-10.98,,-2.24,,,inf,0.0,,-1.67
NDLS,-0.02,-0.2,6.75,0.01,-582.49,-287.49,['1995'],-0.12,-0.04,-8.73,0.98,0.06,0.18,-0.03
NDAQ,0.05,0.14,1.79,0.1,38.92,1.3,['1971'],0.12,0.08,9.13,0.72,0.24,0.08,0.07
NDAC,-0.09,-1.57,-26.19,0.01,0.0,0.0,,-0.88,-0.88,-9.94,0.0,0.0,0.0,-1.5
NCTY,,,,0.0,-151.63,,['1999'],,,,,0.0,,
NCSM,-0.36,-0.52,0.69,-0.07,-33.02,19.35,,-0.62,,,1.04,,-0.14,-0.4
NCRA,-0.37,-0.75,3.16,-0.64,400.43,-444.12,,-0.74,-0.74,-8.75,1.95,0.0,-0.0,-0.76
NCR,0.01,0.07,2.5,0.03,-359.23,-23.88,['1881'],0.05,0.04,20.4,0.9,0.47,0.32,0.02
NCPL,0.15,0.38,0.14,0.99,0.0,-45.88,['1984'],0.34,0.34,6.34,0.0,0.02,-0.13,0.37
NCNO,-0.1,-0.16,2.51,-0.02,30.86,-178.96,,-0.18,-0.18,-7.36,1.22,0.0,-0.02,-0.16
NCNA,0.0,0.0,0.0,0.0,0.0,0.0,['1997'],0.0,0.0,10.0,0.0,0.0,0.0,0.0
NCMI,-0.02,0.01,-0.07,-1.39,-95.19,10.71,,-0.02,0.13,-48.7,1.6,1.34,-0.95,-0.02
NCLH,-0.09,-0.62,2.88,-0.64,-173.87,25.87,['1966'],-0.4,-0.02,-2.7,4.94,0.62,-0.25,-0.1
NCAC,0.04,-0.54,-18.25,0.03,0.0,0.0,,-0.23,-0.23,-6.65,0.0,0.0,0.0,0.04
NC,0.08,0.12,0.93,0.15,58.86,-131.59,['1913'],0.14,0.14,8.54,1.09,0.04,-0.1,0.09
NBY,-0.63,-3.19,10.04,-0.06,4.87,-3.54,,-2.22,-2.22,-22.65,2.05,0.0,,-1.03
NBTX,-0.57,5.58,5.11,-0.34,24.56,2.4,,2.22,1.02,10.65,18.82,0.32,-0.01,-0.78
NBTB,0.01,0.11,1.61,0.08,14.05,-1.82,['1856'],0.06,0.05,17.17,0.56,0.02,0.0,0.08
NBST,-0.0,-2.06,573.17,-0.0,0.0,0.0,,-1.03,-1.03,-11.27,0.0,0.0,0.0,-0.0
NBSE,-1.25,2.1,0.14,-3.3,1701.19,-66.97,,-0.2,,,inf,,-0.0,-1.5
NBRV,-0.93,-1.68,2.33,-0.4,-24.26,7.34,,-1.77,-1.62,-16.76,2.68,0.05,-0.02,-1.22
NBR,-0.11,-0.56,2.18,-0.44,-1.69,-35.38,['1952'],-0.39,-0.03,-2.86,1.11,0.59,-0.81,-0.12
NBN,0.02,0.18,1.37,0.12,79.07,20.05,['1872'],0.11,0.11,10.19,0.44,0.0,0.0,0.15
NBIX,0.08,0.13,8.69,0.01,332.72,-29.32,1992,0.15,0.13,7.97,0.82,0.16,0.12,0.1
NBHC,0.01,0.1,1.67,0.07,15.56,,,0.06,0.06,17.27,0.62,0.01,0.0,0.09
NAVI,0.01,0.18,1.04,0.26,31.39,18.57,['1973'],0.1,0.0,10.0,0.54,0.92,0.0,0.01
NAVB,-2.02,26.66,-70.02,-1.57,-8.24,-49.74,['1983'],11.31,11.31,113.19,23.69,0.0,-0.0,-12.43
NAUT,-0.28,0.35,0.61,-0.23,142.27,-46.54,,-0.11,-0.11,-10.19,inf,0.0,0.0,-0.28
NATR,0.06,0.09,1.07,0.17,-213.84,107.25,['1972'],0.1,0.1,11.0,0.92,0.0,0.01,0.08
NATI,0.08,0.11,4.51,0.02,-14.89,33.11,['1976'],0.14,0.11,8.24,0.9,0.14,0.03,0.1
NATH,0.16,-0.23,-5.07,0.05,-10.76,-11.19,['1916'],0.04,0.12,26.2,0.74,1.38,0.34,0.19
NAT,-0.06,-0.11,1.31,-0.26,-371.63,-145.61,['1995'],-0.12,-0.04,-8.73,1.46,0.33,-0.3,-0.07
NARI,-0.08,0.1,15.72,0.0,-457.9,13.96,,-0.03,,,0.93,,0.02,-0.08
NAPA,0.04,0.06,2.17,0.03,42.31,16.4,['1976'],0.07,0.06,14.89,0.76,0.17,0.06,0.04
NAOV,-1.91,-4.34,1.9,-1.19,81.43,-5.44,,-4.08,-4.08,-41.05,4.35,0.0,-0.01,-2.73
NAK,-0.27,-0.3,0.85,-0.24,91.77,,1983,-0.42,-0.42,-6.58,inf,0.0,-0.0,-0.29
NAII,0.05,0.08,0.55,0.22,-293.42,-186.1,['1980'],0.09,0.08,11.91,0.92,0.07,0.01,0.07
NABL,-0.01,-0.01,3.3,0.0,0.57,148.75,,-0.02,0.0,-50.0,0.9,0.32,0.61,-0.01
NAAS,-1.43,-9.24,0.0,0.0,207.01,-74.62,,-6.05,-6.05,-60.67,15.14,0.0,-0.0,-5.07
NAAC,-0.02,-0.61,-15.81,0.01,0.0,0.0,,-0.32,-0.32,-6.32,0.0,0.0,0.0,-0.49
MYTE,-0.01,0.0,1.85,-0.01,-134.87,-126.92,['1987'],-0.01,,,0.92,,0.02,-0.02
MYSZ,-1.32,-2.57,0.36,-2.66,24.99,-19.79,['1999'],-2.6,-2.6,-26.38,81.74,0.0,-0.0,-1.9
MYRG,0.05,0.13,3.07,0.05,40.61,113.86,['1891'],0.12,0.12,9.53,0.95,0.0,0.02,0.09
MYPS,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,10.0,0.0,0.0,0.0,0.0
MYOV,-1.26,-14.82,-5.28,-0.08,-8.45,-131.91,,-8.67,-35.88,-358.92,1.81,0.69,-0.07,-4.62
MYO,-1.04,-2.29,0.34,-1.96,0.49,0.02,,-2.18,,,1.74,,-0.0,-1.8
MYNZ,,,15.64,-0.12,926.59,-48.07,,,,,17.84,0.19,-0.03,
MYNA,-0.32,-0.41,1.12,-0.48,0.0,-25.8,,-0.52,-0.52,-7.12,0.0,0.0,-0.05,-0.36
MYMD,-25.66,-19.96,3.37,-0.38,0.0,-6.39,,-35.64,,,0.0,,-0.02,-17.11
MYGN,-0.08,-0.12,1.68,-0.02,-1504.22,-6775.74,['1991'],-0.14,,,1.18,,-0.05,-0.09
MYFW,0.01,0.09,1.27,0.07,77.39,-137.48,,0.06,0.05,17.17,0.67,0.03,0.0,0.06
MYE,0.06,0.12,4.05,0.04,-261.42,27.63,['1933'],0.12,0.09,9.23,0.94,0.19,0.09,0.08
MXL,-0.03,-0.07,5.78,0.01,76.29,-0.99,,-0.06,-0.02,-16.87,0.92,0.29,0.19,-0.04
MXCT,-0.27,-0.52,2.42,-0.03,32.84,-7.08,['1998'],-0.53,,,1.54,,-0.02,-0.37
MXC,0.05,0.06,2.53,0.09,714.21,-92.41,1972,0.08,,,0.56,,0.01,0.06
MX,0.16,0.7,1.02,0.12,-434.81,-141.98,,0.51,,,0.89,,0.03,0.23
MWA,0.06,0.13,2.62,0.04,-9.65,365.74,['1857'],0.12,0.09,9.23,0.87,0.29,0.16,0.07
MVST,,,0.94,-0.32,159.11,145.94,,,,,2.32,0.07,-0.03,
MVIS,-1.1,-0.46,4.53,-0.08,55.17,-0.78,['1993'],-1.33,,,18.55,,0.0,0.72
MVBF,0.01,0.13,1.04,0.14,56.02,1.16,['1997'],0.08,0.06,13.1,0.71,0.03,0.0,0.09
MUX,-0.15,-0.2,7.09,-0.02,41.78,19.82,['1979'],-0.25,-0.21,-6.1,1.42,0.09,-0.11,-0.16
MUSA,0.1,0.36,9.16,0.05,41.56,-5.43,['1996'],0.28,0.12,4.77,0.96,0.41,0.13,0.12
MURF,-0.12,-1.27,0.0,0.0,0.0,0.0,,-0.76,-0.76,-8.92,0.0,0.0,0.0,-1.27
MUR,0.0,0.0,1.71,-0.01,-37.94,437.68,1950,0.0,0.03,inf,0.82,0.24,0.34,0.01
MULN,-1.91,0.88,-0.08,-8.58,10.25,-51.27,,-1.47,-1.82,-18.88,inf,0.01,-0.94,1.26
MUFG,0.0,0.03,0.0,-1.14,-4.73,289.57,['1880'],0.02,0.01,50.1,0.89,0.09,0.0,0.01
MU,0.1,0.14,1.24,0.14,36.3,1296.31,['1978'],0.17,0.15,7.38,0.68,0.09,0.02,0.12
MTZ,0.06,0.17,2.59,0.05,11.75,-14.27,['1929'],0.15,0.1,7.67,0.95,0.24,0.13,0.08
MTX,0.05,0.1,1.32,0.08,3.16,-2.63,['1968'],0.1,0.08,10.8,0.87,0.28,0.17,0.05
MTW,-0.01,-0.01,0.51,0.03,-156.01,96.21,['1902'],-0.02,0.01,-49.9,0.95,0.23,0.35,-0.01
MTVC,-0.0,0.03,0.0,0.0,0.0,0.0,,0.02,0.02,50.2,0.0,0.0,0.0,-0.0
MTTR,-0.66,-0.28,2.96,-0.43,1127.48,282.01,,-0.8,,,2.33,,-0.0,-1.4
MTSI,-0.11,-0.38,10.15,0.01,-32.07,-32.09,['1950'],-0.3,-0.13,-4.63,0.87,0.44,0.25,-0.12
MTRY,-0.05,-0.37,161.17,-0.0,0.0,0.0,,-0.24,-0.24,-6.57,0.0,0.0,0.0,-0.05
MTRX,-0.06,-0.1,0.66,-0.43,-39.71,-183.51,['1984'],-0.11,-0.09,-9.99,1.1,0.03,-0.04,-0.09
MTRN,0.04,0.06,2.3,0.04,150.47,-97.85,['1931'],0.07,0.05,14.79,0.94,0.27,0.05,0.04
MTR,0.43,0.48,12.79,0.02,-18.38,0.0,['1979'],0.67,0.67,8.19,0.19,0.0,0.0,
MTP,-0.94,-1.31,2.11,-0.25,3.91,41.06,,-1.6,-1.51,-15.72,13.11,0.05,-0.01,-1.24
MTNB,-0.46,-0.91,2.68,-0.17,18.76,-9.82,,-0.92,,,743.05,,-0.0,-0.51
MTN,0.04,0.14,6.55,0.03,44.77,10.71,['1845'],0.11,0.08,9.89,0.77,0.37,0.26,0.05
MTMT,0.1,0.68,0.0,0.0,41.49,,['1997'],0.44,,,2.02,,-0.39,0.14
MTLS,0.01,0.01,2.46,0.02,-293.81,-16.03,['1990'],0.02,0.03,50.3,0.94,0.18,0.34,0.01
MTL,0.1,-0.14,-0.01,90.3,3241.38,8.47,,0.03,-0.09,32.43,0.74,0.01,0.2,-0.18
MTH,0.1,0.17,1.06,0.23,51.19,-151.01,['1985'],0.18,0.13,6.86,0.81,0.24,0.0,0.11
MTG,0.09,0.14,0.9,0.14,3.03,-8.01,['1957'],0.16,0.14,7.65,0.23,0.16,0.08,0.1
MTEX,0.06,0.15,1.75,0.23,-12.36,-82.1,['1993'],0.14,,,0.94,,,0.12
MTEM,-0.45,-1.0,0.44,-2.86,53.15,10.89,,-0.95,-0.58,-6.85,3.05,0.18,-0.04,-0.59
MTEK,-0.76,0.26,0.0,0.0,0.0,-10.41,,-0.63,-3.2,-33.59,0.0,0.9,-0.44,-3.08
MTDR,0.02,0.01,4.06,0.08,-347.47,-8.83,,0.02,0.03,50.3,0.54,0.36,0.09,0.02
MTD,0.21,2.21,199.89,0.02,14.82,-19.2,['1991'],1.32,0.15,2.26,0.73,0.48,0.04,0.3
MTCR,-0.49,-0.16,0.3,-3.64,35.91,-17.45,,-0.57,-0.45,-6.25,inf,0.17,-0.02,-0.53
MTCH,0.06,-0.28,-69.45,0.02,-6.92,5.33,['1986'],-0.08,0.04,-12.1,0.71,0.76,0.15,0.08
MTC,-2.04,0.78,2.16,-0.24,0.0,-17.64,,-1.65,,,0.0,,,0.83
MTBC,-0.03,-0.03,0.51,0.06,239.75,-130.31,['1999'],-0.04,-0.03,-25.3,0.98,0.06,0.14,-0.03
MTB,0.01,0.12,1.34,0.09,2.69,56.25,['1856'],0.07,0.06,14.89,0.57,0.02,0.0,0.08
MTAL,0.05,-0.77,-19.53,0.04,0.0,0.0,,-0.34,-0.34,-6.34,0.0,0.0,0.0,0.05
MTAC,0.01,-0.09,-18.77,0.02,0.0,16.95,,-0.03,-0.03,-33.63,0.0,0.0,0.0,0.01
MTA,-0.08,-0.09,2.48,-0.04,64.37,-647.28,['1983'],-0.12,-0.1,-9.33,4.01,0.09,-0.09,-0.08
MT,0.05,0.09,0.49,0.62,-786.06,-30.31,['1976'],0.1,0.09,10.9,0.78,0.06,0.02,0.06
MSVB,0.01,0.03,0.83,0.04,9.01,9.82,['1886'],0.02,0.02,50.2,0.79,0.04,0.0,0.02
MSTR,-0.02,-0.11,2.27,-0.24,2315.91,-45.42,['1989'],-0.08,-0.07,-13.2,0.91,0.61,0.63,-0.02
MSSA,-0.11,-248.5,0.0,0.0,0.0,0.0,,-124.36,-124.36,-1243.61,0.0,0.0,0.0,-248.5
MSPR,-0.84,0.21,0.0,0.0,36.48,-119.46,,-0.74,-0.74,-8.75,1.49,0.0,-3.77,0.17
MSN,-0.1,-0.13,0.51,-0.3,20.08,-16.54,['1912'],-0.16,-0.16,-7.85,1.42,0.0,-0.0,-0.11
MSM,0.11,0.21,3.53,0.07,9.99,25.45,['1941'],0.22,0.17,6.25,0.87,0.17,0.04,0.14
MSI,0.09,-8.7,-1150.36,0.03,10.13,-14.62,['1928'],-4.26,0.06,0.37,0.77,0.47,0.12,0.14
MSGS,-0.03,0.15,-26.73,0.01,-751.63,230.93,,0.04,0.03,25.3,0.9,0.17,0.14,-0.04
MSGM,-0.29,-0.51,1.56,-0.58,604.78,-137.79,,-0.54,-0.54,-7.25,3.27,0.0,-0.01,-0.67
MSGE,-0.0,-0.03,0.84,-0.12,-421.97,-42.74,,-0.02,-0.01,-50.1,1.05,0.3,-0.3,-0.01
MSFT,0.17,0.41,11.5,0.04,23.31,-16.22,['1975'],0.38,0.3,5.63,0.58,0.13,0.02,0.22
