symbol,lookahead,adj growth rate,wacc,terminal val,dcf,current price,future price,growth,niev,adj growth,avg roc,cash,net_margin,roa
ODP,-176800000.0,-1.03,0.09359999999999999,7515328467.15,2593642201.83,47.77,50.88,7.000000000000001,-0.09,-1.03,-0.03,0.23,-0.02,-0.02
GRNQ,-12196952.6,0.84,1.4171,-1487922.28,-37014878.04,1.1454,-0.47,-141.0,-0.16,0.84,-0.69,1.46,-4.86,-0.47
AMSC,-16314050.0,-0.33,0.12380000000000001,-216384775.09,-347967513.97,3.95,-12.25,-409.99999999999994,-0.17,-0.33,-0.06,0.75,-0.18,-0.04
NDRA,-9546562.5,0.04,0.1052,-165049847.56,-216833439.38,0.1991,-5.14,-2682.0,-1.34,0.04,-1.67,6.13,-inf,-1.36
EPIX,-31284641.85,0.34,0.16210000000000002,-216480224.73,-297822502.07,3.6,-6.77,-288.0,-0.23,0.34,-0.42,35.07,-inf,-0.36
FITB,2354500000.0,0.15,0.07730000000000001,79530964467.01,-95447548325.48,35.25,-139.85,-497.0,0.12,0.15,0.06,0.02,0.33,0.01
CATC,45920400.0,0.23,0.0723,2006932571.43,-1418390477.97,89.47,-203.65,-328.0,0.09,0.23,0.09,0.04,0.31,0.01
PRIM,98269350.0,0.1,0.0718,6650675449.1,,21.58,,,0.1,0.1,0.08,0.26,0.03,0.05
JRVR,-146879150.0,-8.51,0.045700000000000005,-122536716883.12,1246965603511694.8,24.37,33438691.9,137212423.0,-0.19,-8.51,-0.0,0.1,-0.22,-0.0
CSWC,36392750.0,-1.14,0.0864,-4076078091.11,-5880109230.77,18.21,-251.92,-1483.0,0.1,-1.14,0.03,8.12,0.52,0.03
NTCT,30492900.0,-1.82,0.0616,13220643983.4,24722851924.02,37.75,334.66,787.0,0.01,-1.82,-0.0,1.34,0.04,-0.0
PTSI,65038600.0,0.87,0.08529999999999999,2646723368.42,4380725995.71,28.32,392.28,1285.0,0.24,0.87,0.07,0.17,0.11,0.06
FNLC,30828650.0,0.11,0.06269999999999999,2535000000.0,2108357613.98,30.61,191.73,526.0,0.11,0.11,0.1,0.01,0.42,0.01
LPTH,-3010853.85,-1.31,0.10300000000000001,49451872.0,-24201745.11,1.2237,-0.9,-174.0,-0.11,-1.31,-0.05,0.71,-0.1,-0.04
MICT,-30963800.0,1.26,0.18710000000000002,-210842884.01,-3964790745.98,1.14,-32.38,-2940.0,-0.26,1.26,-0.74,3.74,-0.65,-0.37
CRTO,114287600.0,0.15,0.0883,5977746666.67,3793006109.61,27.17,62.46,130.0,0.08,0.15,0.08,0.77,0.06,0.05
ASRT,-1088850.0,-1.95,0.12029999999999999,303150545.45,-418317843.88,3.06,-9.37,-405.99999999999994,-0.01,-1.95,-0.19,0.27,-0.01,-0.12
MBIN,193038400.0,0.41,0.061900000000000004,-2060601739.13,-14144053924.3,25.37,-491.36,-2037.0,0.31,0.41,0.1,0.11,0.53,0.02
BWFG,22598100.0,0.64,0.0824,,,30.44,,,0.11,0.64,0.07,0.16,0.37,0.01
CNSL,-91022250.0,-1.63,0.0786,21095977664.97,-8811789518.27,4.55,-77.38,-1801.0000000000002,-0.21,-1.63,-0.01,0.35,-0.08,-0.01
CDLX,-109280250.0,0.64,0.1107,-538473684.21,-2451344764.57,4.69,-73.68,-1671.0,-0.82,0.64,-0.23,0.71,-0.48,-0.16
LYTS,12777200.0,-0.09,0.07690000000000001,-48027586.21,-395898253.81,11.84,-14.71,-224.00000000000003,0.05,-0.09,0.01,0.03,0.03,0.01
IMMR,10611400.0,-0.3,0.1273,205048337.03,198357637.95,7.91,6.01,-24.0,0.05,-0.3,0.09,3.1,0.36,0.08
CTG,11670500.0,-0.18,0.0971,162354590.98,28478452.03,7.26,1.86,-74.0,0.12,-0.18,0.05,0.55,0.04,0.03
BCBP,29104000.0,0.2,0.0635,1884969411.76,874893256.04,19.05,51.36,170.0,0.11,0.2,0.05,0.16,0.33,0.01
LFVN,2652000.0,-0.02,0.07780000000000001,247332330.83,204027340.3,3.82,15.41,303.0,0.06,-0.02,0.23,0.78,0.02,0.13
JRSH,6731660.0,0.18,0.0873,-387709676.6,,4.47,,,0.14,0.18,0.1,1.78,0.06,0.08
MYFW,17518500.0,0.52,0.0555,10214867836.26,29064719718.86,30.53,3101.81,10060.0,0.07,0.52,0.06,0.17,0.22,0.01
MEIP,-46285900.0,0.45,0.0719,-1485138461.54,-2677046885.68,0.4149,-20.15,-4957.0,-0.99,0.45,-0.28,0.64,-1.34,-0.24
EVLV,-9229300.0,-0.08,0.0175,2347764383.56,-8527830136.58,3.48,-59.16,-1800.0,-0.02,-0.08,-1.44,12.62,-0.46,-0.71
BAND,-23257700.0,-4.44,0.086,1372286695.28,104848949147.39,23.53,4525.46,19133.0,-0.05,-4.44,0.02,3.55,-0.06,0.01
MDRX,114272300.0,-1.6,0.0718,-2145244705.88,,19.06,,,0.06,-1.6,0.12,0.34,0.09,0.09
JOUT,70873850.0,0.19,0.0761,2148084974.09,1323100515.03,58.69,148.34,153.0,0.14,0.19,0.14,1.75,0.11,0.11
GLPG,-87746350.0,-2.19,0.0412,-389672400000.0,-30159239363.07,40.45,-460.08,-1237.0,-0.04,-2.19,-0.02,3.94,-0.21,-0.02
HAYN,-7380550.0,-0.62,0.1164,359982938.39,70687404.31,50.47,5.63,-89.0,-0.01,-0.62,-0.01,0.64,-0.03,-0.01
OBCI,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CELC,-25164476.1,0.54,0.1074,-301854285.22,-548710738.25,8.25,-36.78,-546.0,-0.24,0.54,-0.46,33.64,-inf,-0.43
CDTX,-36096950.0,0.01,0.0935,-466167971.53,-670703858.07,0.5991,-10.06,-1779.0,-1.06,0.01,-1.6,1.75,-0.86,-0.77
EBIX,0.0,0.0,0.1206,0.0,0.0,18.98,0.0,-100.0,0.0,0.0,0.0,0.0,0.0,0.0
MERC,145339800.0,-2.5,0.0833,8263259534.88,-1226067503.23,13.78,-18.57,-235.0,0.19,-2.5,0.04,1.22,0.09,0.03
CTSO,-20874850.8,0.37,0.06269999999999999,-429439244.62,-1540132079.08,1.42,-35.43,-2595.0,-0.4,0.37,-0.54,3.81,-0.57,-0.39
DAIO,-471750.0,-0.06,0.0919,38512204.01,10467898.64,3.95,1.21,-69.0,-0.02,-0.06,-0.05,2.09,-0.02,-0.04
GNTY,33835100.0,0.17,0.066,1700619718.31,-93716281.18,34.92,-7.75,-122.0,0.09,0.17,0.08,0.18,0.33,0.01
EGLE,157163201.4,-1.87,0.1054,5350318413.15,949389683.61,50.45,69.85,38.0,0.27,-1.87,0.03,0.7,0.31,0.03
LNDC,-82816350.0,-20.57,0.0181,-99856041.13,5.192484245596336e+18,8.76,176245235189.97,2011931908461.0,-0.38,-20.57,-0.16,0.02,-0.52,-0.12
WB,364071150.0,-0.03,0.0317,-162049333333.33,37551975466.03,16.42,160.07,875.0,0.11,-0.03,0.12,1.12,0.19,0.1
GSIT,-13912800.0,-14.2,0.0587,-634302803.74,1.7174163032674402e+16,2.27,705191490.18,31065704313.0,-0.3,-14.2,-0.15,4.17,-0.49,-0.14
GRBK,161678500.0,0.39,0.1108,-1314283636.36,-1749640574.95,24.71,-34.47,-239.0,0.15,0.39,0.11,0.45,0.14,0.1
AROW,42378450.0,0.08,0.07490000000000001,2089512533.33,-1067297852.28,35.23,-66.61,-289.0,0.09,0.08,0.1,0.01,0.35,0.01
ACGL,1833321650.0,0.35,0.0787,87778758150.85,96386537324.2,60.6,249.62,312.0,0.09,0.35,0.05,0.07,0.23,0.04
EDIT,-163626700.0,0.17,0.1436,-1517406741.57,-2151374435.96,10.25,-31.45,-407.0,-0.27,0.17,-0.28,4.34,-7.54,-0.25
AWRE,-4950400.0,-1.81,0.0541,-377501754.39,-1610234021.07,1.95,-74.69,-3929.9999999999995,-0.14,-1.81,-0.11,5.22,-0.35,-0.1
WSFS,230725700.0,0.28,0.09140000000000001,2551260853.43,-10500313101.05,49.36,-160.36,-425.0,0.08,0.28,0.08,0.11,0.37,0.01
NEWT,71520700.0,0.33,0.0745,,,18.4,,,0.2,0.33,0.06,0.17,0.78,0.06
OPK,-25621550.0,-0.45,0.11449999999999999,943535649.94,-614011123.62,1.47,-0.9,-161.0,-0.03,-0.45,-0.06,0.41,-0.02,-0.05
MNOV,-8614114.2,-0.07,0.061799999999999994,-392217254.84,-841912709.78,2.59,-17.17,-763.0,-0.08,-0.07,-0.17,25.21,-2.51,-0.16
BWB,38833950.0,0.16,0.0799,1352565484.63,-1197300671.95,19.26,-42.66,-321.0,0.08,0.16,0.08,0.05,0.42,0.01
CASH,120451800.0,0.29,0.0753,17717675989.45,15844501144.92,43.8,518.67,1084.0,0.11,0.29,0.1,0.06,0.28,0.02
FRPH,23982750.0,0.03,0.048799999999999996,2102880000.0,657487513.84,60.1,69.86,16.0,0.05,0.03,0.09,26.32,1.11,0.09
CGEN,-29072550.0,0.1,0.1632,-192391433.28,-249976222.64,1.16,-2.98,-357.0,-0.35,0.1,-0.41,0.46,-5.7,-0.35
ASYS,1281800.0,-0.23,0.0943,-52265758.09,-243953976.72,9.22,-17.05,-285.0,0.01,-0.23,-0.04,2.17,0.02,-0.04
LOAN,3759826.25,0.01,0.0633,,,5.8,,,0.07,0.01,0.08,0.06,0.77,0.07
BOOM,-171700.0,-0.4,0.1246,-48858823.53,-806093343.97,18.47,-41.82,-326.0,-0.0,-0.4,0.08,0.29,-0.0,0.06
LIVE,26517450.0,-0.79,0.0672,1470773144.88,984237699.6,25.0,622.02,2388.0,0.79,-0.79,0.08,0.07,0.11,0.05
ITI,-6018000.0,-1.07,0.08869999999999999,-106120388.35,-217384341.09,3.13,-5.14,-264.0,-0.05,-1.07,-0.07,0.66,-0.05,-0.04
ENG,-4832250.0,1.51,0.1199,-170671882.64,-2074824471.82,0.9341,-58.93,-6409.0,-0.17,1.51,-0.17,2.17,-0.16,-0.12
BRID,-4677550.0,-0.36,0.004699999999999999,-6707049.61,-5298739076.93,12.0,-583.77,-4965.0,-0.05,-0.36,0.04,,-0.02,0.03
PFIE,-893811.5499999999,-0.73,0.0774,21043370.3,14512344.11,1.145,0.3,-74.0,-0.02,-0.73,0.03,2.2,-0.04,0.02
XOMA,13428300.0,-1.87,0.0956,,,21.06,,,0.07,-1.87,-0.01,7.2,0.41,-0.01
ANAB,-49126600.0,0.38,0.0197,2662997701.15,-5284523554.3,27.31,-191.16,-800.0,-0.08,0.38,-0.13,30.79,-0.91,-0.12
ACET,-52699150.0,0.67,0.0366,6080960000.0,-4428873754.48,19.26,-113.15,-687.0,-0.08,0.67,-0.36,17.01,-6.37,-0.26
WASH,65339500.0,0.03,0.062,4596359322.03,3244172009.05,49.67,187.23,277.0,0.09,0.03,0.08,0.03,0.33,0.01
LAND,2970750.0,0.27,0.0729,976002318.84,723752674.93,20.66,21.16,2.0,0.0,0.27,0.0,1.03,0.05,0.0
NATR,24525050.0,-1.43,0.0824,949667256.64,804855620.56,8.66,40.73,370.0,0.17,-1.43,0.08,1.12,0.06,0.06
CRMT,79310950.0,0.22,0.08039999999999999,-2409367741.94,-5271749892.98,74.59,-809.92,-1186.0,0.19,0.22,0.1,0.11,0.08,0.1
CARV,-719950.0,-0.26,0.0698,252071287.13,-311146457.87,4.19,-88.89,-2221.0,-0.06,-0.26,-0.05,0.1,-0.03,-0.01
MAYS,-605515.35,-1.3,0.011000000000000001,-216916395.06,268237615.54,48.53,133.07,174.0,-0.01,-1.3,0.0,0.23,-0.03,0.0
OFED,0.0,0.0,0.06280000000000001,241524705.88,-18855312.5,22.67,-3.37,-114.99999999999999,0.03,0.0,0.04,0.02,0.0,0.01
HTLD,67385450.0,0.02,0.059500000000000004,11835569777.78,-1206642403.18,16.71,-15.29,-192.0,0.06,0.02,0.09,2.2,0.13,0.08
ANIP,-36212550.0,-0.99,0.0708,184717824.77,-374240211.54,38.83,-22.46,-158.0,-0.07,-0.99,-0.01,1.15,-0.2,-0.01
ALLT,-12784000.0,0.12,0.0926,-14285283.02,-477830942.44,3.79,-13.13,-446.0,-0.11,0.12,-0.07,0.21,-0.1,-0.05
ONB,235907300.0,0.09,0.0637,15460191372.55,234152637.77,19.02,1.41,-93.0,0.09,0.09,0.05,0.04,0.33,0.01
GRIN,101086250.0,-0.68,0.0635,7556632624.11,,20.97,,,0.3,-0.68,-0.0,1.07,0.26,-0.0
BTAI,-90891350.0,0.56,0.08220000000000001,-1884175609.76,-3395508696.3,18.13,-121.35,-769.0,-0.21,0.56,-0.64,13.98,-inf,-0.54
HAIN,66192050.0,-0.56,0.0537,7485882634.73,10054472387.08,18.92,108.25,472.0,0.04,-0.56,-0.01,0.24,0.04,-0.01
GEVO,-50322550.0,0.2,0.011000000000000001,91495035.46,-19030770476.9,2.14,-94.28,-4506.0,-0.14,0.2,-0.26,1.25,-83.27,-0.23
GILT,-2578050.0,-0.03,0.0716,919029841.27,364888424.7,6.1,6.45,6.0,-0.01,-0.03,0.08,0.75,-0.01,0.05
GTHX,-126099200.0,0.17,0.1223,,,6.16,,,-0.57,0.17,-0.46,8.01,-4.71,-0.42
PAVM,-42794950.0,0.33,0.07400000000000001,-1082097872.34,-1949638529.23,0.6955,-22.17,-3288.0000000000005,-0.82,0.33,20.66,10.22,-100.69,-1.67
CINF,2504100000.0,1.56,0.0721,59650574712.64,1507075075838.95,110.41,9352.52,8371.0,0.17,1.56,0.07,0.19,0.31,0.06
MRTX,-494516400.0,0.55,0.0513,-27954978723.4,-325984777000.58,96.25,-5898.61,-6228.0,-0.11,0.55,-0.43,2.88,-8.07,-0.38
ATXI,-3171350.0,-0.2,0.0053,103448275.86,-1419429350.31,1.48,-67.91,-4689.0,-0.12,-0.2,6.77,7.39,-inf,-2.55
GOLD,1718700000.0,-0.92,0.058499999999999996,385082608695.65,216984647062.23,16.98,121.95,618.0,0.07,-0.92,0.03,2.53,0.17,0.03
DXPE,14021600.0,-0.76,0.1012,710166719.49,90034955.75,26.54,4.8,-82.0,0.03,-0.76,0.03,0.27,0.01,0.02
PLAB,47131650.0,0.11,0.1038,4051961619.19,362367336.22,18.69,5.95,-68.0,0.05,0.11,0.04,1.57,0.08,0.03
DLPN,-5492957.55,0.44,0.12560000000000002,,,2.55,,,-0.32,0.44,-0.13,0.51,-0.18,-0.07
GNUS,-107347350.0,7.5,0.1643,-192564297.0,-1325809107217501.2,0.7524,-4372014.89,-581075976.0,-0.55,7.5,-1.25,0.1,-16.04,-1.12
GLNG,350782250.0,-0.51,0.0506,39503200000.0,24079595551.69,24.96,222.5,791.0,0.15,-0.51,-0.03,0.21,0.91,-0.02
INGN,-5383050.0,-0.4,0.0674,1638103311.26,-137524012.89,23.0,-6.05,-126.0,-0.01,-0.4,0.05,3.83,-0.02,0.04
MATW,2473500.0,-0.24,0.062,9624833802.82,9848088522.11,31.79,312.93,884.0,0.0,-0.24,-0.0,0.14,0.0,-0.0
MARA,-30748330.1,0.83,0.24989999999999998,3298099364.92,-5115473392.69,6.91,-49.84,-821.0000000000001,-0.05,0.83,-1.3,19.47,-0.24,-0.76
ERYP,-45727450.0,0.12,0.1076,-841416618.91,-1104591504.05,0.5715,-35.61,-6331.0,-2.95,0.12,-0.87,1.68,-12.87,-0.62
CPHC,10028430.05,2.0,0.0097,-658248647.62,34870919612.95,28.03,7270.45,25838.0,0.09,2.0,0.09,1.21,0.2,0.07
ORGS,-15345050.0,-4.15,0.08199999999999999,-444044943.82,30923371457.99,2.0,1273.86,63592.99999999999,-0.37,-4.15,-0.36,0.36,-0.51,-0.25
MCHX,-3731500.0,1.82,0.1472,-47316681.86,-3508767693.03,1.7709,-95.11,-5471.0,-0.06,1.82,-0.21,2.14,-0.08,-0.16
OFIX,-32622150.0,-4.56,0.0911,737436672.97,190888479027.64,20.02,9667.54,48189.0,-0.1,-4.56,-0.03,0.83,-0.08,-0.03
WTBA,42165950.0,0.15,0.08039999999999999,1653600000.0,-1518799230.94,24.01,-91.74,-482.0,0.12,0.15,0.11,0.06,0.47,0.01
WBA,3686450000.0,0.98,0.0425,1775248484848.49,292473677732.34,41.48,338.53,716.0,0.12,0.98,0.05,0.06,0.03,0.04
KZR,-46435500.0,0.23,0.0334,11839416216.22,-2673870363.02,7.43,-50.26,-776.0,-0.14,0.23,-0.29,7.66,-inf,-0.28
WATT,-35213199.05,-0.03,0.2045,-176157946.0,-207011634.1,1.03,-2.75,-367.0,-0.53,-0.03,-1.54,11.29,-54.74,-1.31
ASTE,15130000.0,-0.2,0.12390000000000001,329113924.05,-436988843.05,43.79,-19.2,-144.0,0.02,-0.2,0.01,0.6,0.02,0.01
HA,-123057050.0,-0.9,0.063,12386314754.1,13067019845.13,13.77,255.15,1753.0,-0.21,-0.9,-0.01,0.44,-0.09,-0.01
DRRX,-30825250.0,13.43,0.1047,-568507805.6,-6.42738640886386e+16,0.3989,-282515028.56,-70823521925.0,-0.4,13.43,-0.37,4.96,-2.59,-0.29
OPNT,2557471.5,-1.19,0.0746,,,20.17,,,0.03,-1.19,-0.18,5.53,0.06,-0.11
DERM,-37394900.0,-2.97,0.0054,,,1.85,,,-1.43,-2.97,-0.15,0.95,-0.7,-0.08
POLA,-1201900.0,1.02,0.0698,-296066055.05,-592973052.13,2.06,-46.37,-2351.0,-0.05,1.02,-0.28,1.5,-0.08,-0.22
MARK,23351200.0,-0.73,0.1911,-133091982.04,-196253099.68,0.2417,-1.87,-874.0,1.08,-0.73,1.71,0.32,1.72,-0.7
CHUY,25649600.0,-2.58,0.1109,921562516.73,286769236.91,31.26,14.48,-54.0,0.05,-2.58,0.02,2.52,0.08,0.02
GOGL,448135300.0,-2.25,0.0728,29453883943.66,3606574809.47,8.25,17.99,118.0,0.32,-2.25,0.04,0.79,0.44,0.04
ZUMZ,101395650.0,0.26,0.0687,5023300000.0,6426418485.78,23.2,280.4,1109.0,0.22,0.26,0.12,0.64,0.1,0.09
CLNE,-79174100.0,0.13,0.1625,582690502.79,-130599860.67,6.5,-0.59,-109.00000000000001,-0.06,0.13,-0.03,0.79,-0.36,-0.02
FGBI,23202450.0,0.17,0.10369999999999999,450572549.02,-2163913957.63,24.2,-201.94,-934.0,0.11,0.17,0.08,0.1,0.28,0.01
DGII,8811100.0,1.16,0.1035,996472843.45,1941055206.33,41.07,55.93,36.0,0.01,1.16,0.02,2.59,0.03,0.02
HCM,-165450800.0,0.26,0.0974,6735685517.24,-5470900036.09,13.5,-31.64,-334.0,-0.08,0.26,-0.22,1.21,-0.55,-0.17
LGIH,365198250.0,0.29,0.11109999999999999,339834867.5,-93245523.84,99.58,-3.84,-104.0,0.18,0.29,0.15,0.75,0.14,0.14
GABC,71516450.0,0.15,0.0708,3276155223.88,-44882178.01,39.18,0.0,-100.0,0.0,0.15,0.08,0.08,0.37,0.01
NTIC,5339052.3,-1.6,0.0958,144838307.44,-72523385.49,13.0,-7.88,-161.0,0.05,-1.6,0.07,0.9,0.11,0.06
COHU,142226250.0,-2.85,0.1166,1439068852.46,,35.5,,,0.1,-2.85,0.01,1.51,0.19,0.01
MVBF,33252850.0,0.38,0.09849999999999999,676511475.41,-1784665354.85,23.87,-147.82,-719.0,0.14,0.38,0.09,0.13,0.29,0.01
HOMB,271167850.0,0.04,0.0941,7356610265.49,-6194165304.99,25.37,-37.8,-249.00000000000003,0.08,0.04,0.08,0.25,0.45,0.02
AEY,-5526700.0,0.31,0.059500000000000004,-323206896.55,-889919516.15,1.615,-69.85,-4425.0,-0.32,0.31,-0.41,0.2,-0.1,-0.27
CVBF,180642850.0,0.09,0.052000000000000005,13861050666.67,86311164881.63,28.63,636.88,2125.0,0.05,0.09,0.09,0.13,0.44,0.01
MOTS,-16178050.0,-0.03,0.0989,-271724344.57,-338424274.02,1.3,-7.01,-639.0,-0.3,-0.03,-1.11,7.78,-48.68,-0.8
CPSS,40395400.0,0.8,0.0464,34696133333.33,7846626418.29,8.28,372.34,4397.0,0.27,0.8,0.01,0.04,0.23,0.01
GBCI,242043450.0,0.11,0.08070000000000001,13870284403.67,-3418361279.95,58.62,-30.88,-153.0,0.04,0.11,0.09,0.02,0.37,0.01
PNRG,1783300.0,-0.97,0.06849999999999999,1666127272.73,,78.99,,,0.01,-0.97,0.02,0.48,0.02,0.02
AMKR,546545750.0,0.59,0.1125,26291448936.17,7081188685.21,27.81,28.96,4.0,0.09,0.59,0.08,0.49,0.1,0.06
FOX,1024250000.0,0.08,0.0683,76721885521.89,79983814903.94,30.61,320.91,948.0,0.07,0.08,0.08,2.26,0.09,0.07
DBVT,-83137650.0,-0.09,0.0919,-2159096324.95,-2789526273.33,1.33,-25.37,-2007.9999999999998,-0.65,-0.09,-0.92,2.46,-17.14,-0.71
GPRO,315495350.0,-0.86,0.11230000000000001,3280724731.18,3124709245.8,5.54,24.23,337.0,0.43,-0.86,0.01,0.84,0.32,0.01
LPCN,-539239.15,-0.05,0.0801,-106756654.55,-161122000.55,0.4502,0.0,-100.0,0.0,-0.05,-0.68,0.53,-0.04,-0.51
CNXN,59420100.0,0.05,0.0644,2583147445.26,3074981760.94,54.75,117.32,113.99999999999999,0.05,0.05,0.11,0.29,0.02,0.07
XRAY,357850000.0,-1.93,0.0786,20517530864.2,14721829328.04,31.68,67.34,112.99999999999999,0.06,-1.93,-0.01,0.29,0.1,-0.01
FOXA,1024250000.0,0.08,0.0658,83466666666.67,94301350779.85,32.55,294.37,803.9999999999999,0.07,0.08,0.08,2.26,0.09,0.07
LASR,-25218650.0,-0.2,0.1693,93552727.27,-307831481.45,11.16,-7.01,-163.0,-0.06,-0.2,-0.04,3.2,-0.11,-0.04
ATAI,-142636800.0,3.69,0.0629,-1144608510.64,-17998146816749.17,3.55,-112279.3,-3162897.0,-0.29,3.69,-0.79,17.3,-8.24,-0.72
BKSC,5733135.25,-0.0,0.0533,1144384345.0,4887055307.66,16.8351,882.67,5143.0,0.07,-0.0,0.11,0.23,0.32,0.01
IMKTA,212271739.3,0.32,0.0695,14707898860.76,8282257945.9,100.78,580.28,476.0,0.13,0.32,0.09,0.23,0.05,0.08
PFBC,80954000.0,0.08,0.1032,1900402431.61,-3083463571.48,74.66,-210.06,-381.0,0.09,0.08,0.12,0.2,0.5,0.02
GNPX,-16656280.4,0.14,0.0113,467613658.04,-2559258863.29,1.32,-53.53,-4155.0,-0.31,0.14,-1.49,24.37,-inf,-1.34
ANGO,-22564950.0,-1.05,0.07519999999999999,-78460416.67,-607053666.67,12.2,-15.71,-229.0,-0.06,-1.05,-0.09,0.39,-0.08,-0.08
KALA,-121214250.0,0.2,0.0904,-2223963346.61,-3056069232.16,5.02,-46.66,-1029.0,-0.43,0.2,-0.74,2.46,-12.69,-0.6
CVGI,20172200.0,-1.25,0.132,-143770261.07,-989079634.16,7.32,-29.99,-509.99999999999994,0.1,-1.25,0.03,0.22,0.02,0.03
PRMW,-2720000.0,-10.81,0.0665,16169429657.79,212832096152560.56,16.09,1329377.98,8262038.0,-0.0,-10.81,0.03,0.18,-0.0,0.02
PACB,-154039550.0,-1.94,0.11109999999999999,-1489237551.02,-3226583262.59,10.66,-14.63,-237.0,-0.08,-1.94,-0.4,6.42,-1.39,-0.3
DLTH,25246700.0,0.16,0.0643,3378613333.33,5719771917.47,6.82,192.6,2724.0,0.13,0.16,0.06,0.66,0.04,0.05
DRIO,-65246850.0,0.51,0.1204,-625346762.59,-1107869414.29,4.89,-66.84,-1467.0,-0.95,0.51,-1.21,2.49,-3.74,-0.89
BLDP,-97098050.0,0.44,0.1394,-704333199.2,-1536216362.59,6.3,-5.16,-182.0,-0.06,0.44,-0.09,13.52,-1.09,-0.08
FMAO,19970750.0,0.11,0.0669,1294042033.9,-296230971.1,29.02,-22.67,-178.0,0.06,0.11,0.07,0.08,0.28,0.01
ATSG,196707000.0,1.25,0.0641,43700277992.28,41688777457.42,28.11,561.85,1898.9999999999998,0.11,1.25,0.04,0.2,0.13,0.03
ICHR,60264150.0,0.54,0.11380000000000001,496765079.37,-238691141.02,29.09,-8.4,-129.0,0.09,0.54,0.08,0.36,0.06,0.06
IOVA,-290914200.0,0.27,0.0285,22497918181.82,-19472205645.8,6.84,-124.11,-1914.0,-0.32,0.27,-0.44,0.88,-inf,-0.4
PATK,191177750.0,0.26,0.08439999999999999,7390389237.67,4068057548.87,57.76,171.97,198.0,0.16,0.26,0.09,0.28,0.06,0.07
KURA,-110896100.0,0.21,0.0724,-3046463456.09,-5079892084.24,16.0,-76.33,-577.0,-0.12,0.21,-0.26,4.04,-inf,-0.24
EYPT,-49654450.0,-0.06,0.1009,-829690734.82,-1120936765.29,3.39,-33.07,-1076.0,-0.51,-0.06,-0.82,7.55,-1.58,-0.65
ONCY,-22358637.15,0.18,0.1461,-217506925.78,-272687808.39,1.85,-4.96,-368.0,-0.26,0.18,-1.9,15.34,-inf,-1.01
EWBC,742033850.0,0.08,0.11259999999999999,16199158620.69,-35291651247.78,68.82,-248.7,-461.00000000000006,0.09,0.08,0.11,0.07,0.5,0.01
LWAY,2814350.0,1.12,0.1059,112506358.38,315918427.39,6.83,20.47,200.0,0.03,1.12,0.02,0.77,0.03,0.01
XNCR,70236350.0,-1.6,0.061200000000000004,-154006666.67,-2931484791.21,30.86,-50.13,-262.0,0.05,-1.6,-0.03,2.03,0.3,-0.02
PLSE,-54111000.0,0.13,0.0965,-953955555.56,-1276146990.73,2.11,-43.07,-2141.0,-1.02,0.13,-1.17,3.36,-44.89,-1.01
FARO,-33969400.0,-17.68,0.0981,-110175000.0,2.4473259202645872e+17,33.03,13444038718.64,40702508888.0,-0.07,-17.68,-0.06,1.23,-0.12,-0.05
WDC,1275000000.0,-0.92,0.0784,76334474327.63,13986647894.48,35.45,44.88,27.0,0.14,-0.92,0.02,0.44,0.08,0.01
PAAS,82813800.0,2.21,0.12240000000000001,8031706439.85,263243761378.74,17.44,1251.68,7077.0,0.03,2.21,0.03,0.73,0.06,0.03
IRBT,25831500.0,-0.02,0.08810000000000001,-41722593.32,-2169698858.46,52.88,-80.48,-252.0,0.02,-0.02,0.12,0.51,0.02,0.09
XTLB,369750.0,0.11,0.1035,,,1.2254,,,0.06,0.11,-0.02,12.85,inf,-0.02
CHCO,74868000.0,0.06,0.0601,4754105627.71,4985976128.35,101.43,329.8,225.0,0.06,0.06,0.12,0.12,0.39,0.02
CNTY,17528700.0,-1.47,0.1241,817841818.18,135120174.5,7.43,4.56,-39.0,0.09,-1.47,-0.01,1.78,0.05,-0.01
CTRE,61184700.0,0.1,0.0908,,,20.23,,,0.04,0.1,0.04,0.38,0.37,0.04
HBIO,-244800.0,0.07,0.0967,47941463.41,-77511968.14,2.86,-1.9,-166.0,-0.0,0.07,-0.03,0.31,-0.0,-0.02
PLXP,-39206250.0,-4.93,0.20929999999999999,,,0.3336,,,-5.02,-4.93,-0.74,5.84,-5.62,-0.56
BJRI,-3065100.0,-0.74,0.095,1929145644.6,-185821688.07,31.64,-7.97,-125.0,-0.0,-0.74,0.02,0.19,-0.0,0.01
LGND,48567300.0,-3.97,0.0739,2481235967.3,-62063659797.92,72.66,-3713.81,-5211.0,0.05,-3.97,0.15,0.47,0.21,0.14
MU,7383950000.0,0.24,0.0902,530672659176.03,,54.68,,,0.14,0.24,0.12,1.1,0.28,0.1
HSTM,0.0,0.0,0.0592,0.0,0.0,25.57,0.0,-100.0,0.0,0.0,0.0,0.0,0.0,0.0
PESI,709750.0,-0.69,0.067,-181740863.79,,3.735,,,0.02,-0.69,0.02,0.17,0.01,0.01
GPRE,-56093200.0,-2.73,0.1274,2232047533.63,-3456532885.68,35.06,-64.49,-284.0,-0.04,-2.73,-0.07,0.9,-0.02,-0.05
PERI,32900100.0,0.71,0.1153,992052127.66,1376053574.77,27.99,31.52,13.0,0.03,0.71,0.06,0.54,0.08,0.04
