symbol,lookahead,adj growth rate,wacc,terminal val,dcf,current price,future price,growth,niev,adj growth,avg roc,cash,net_margin,roa
AGMH,0.0,0.0,0.0913,-29066292.25,-118749697.75,1.64,-5.56,-438.99999999999994,0.1,0.0,-0.44,0.29,0.0,-0.3
AVDL,-65729650.0,-3.1,0.09449999999999999,-1554649129.59,707017697.83,9.28,12.06,30.0,-0.14,-3.1,-0.31,2.41,-inf,-0.25
AKTS,-50172950.0,0.18,0.1128,-242320000.0,-1311160872.99,3.74,-25.19,-774.0,-0.3,0.18,-0.5,6.36,-3.85,-0.46
CRSP,321011850.0,-2.17,0.0817,15442681339.71,14733813853.45,54.5,192.53,252.99999999999997,0.09,-2.17,-0.09,7.7,0.41,-0.08
HUBG,145752900.0,0.12,0.07769999999999999,9980559203.98,3513839728.22,82.59,103.45,25.0,0.06,0.12,0.09,0.23,0.04,0.07
CNCE,-68043350.0,0.09,0.061399999999999996,-2359295867.77,-5181530943.26,4.86,-149.5,-3176.0,-0.48,0.09,-0.5,8.79,-2.46,-0.45
FLEX,795600000.0,1.44,0.106,37394117647.06,250554745509.13,21.76,532.39,2347.0,0.09,1.44,0.05,0.28,0.04,0.03
AMOT,20479900.0,0.14,0.10869999999999999,578701564.72,-63449993.04,36.61,-4.27,-112.00000000000001,0.04,0.14,0.06,0.29,0.06,0.05
CALA,-97824800.0,0.21,0.0989,-1065001857.59,-1525750173.82,1.96,-20.36,-1139.0,-0.78,0.21,-1.03,4.25,-11.8,-0.85
IESC,56659300.0,-0.56,0.1142,615378590.08,78557576.55,34.5,3.79,-89.0,0.09,-0.56,0.09,0.07,0.04,0.05
INTC,16887800000.0,-0.01,0.0649,1909956204379.56,610601779539.07,29.41,150.14,411.00000000000006,0.17,-0.01,0.17,0.18,0.25,0.14
MYGN,-23120000.0,-10.08,0.12689999999999999,425401129.94,514579375036097.25,20.93,6443954.07,30788023.0,-0.02,-10.08,-0.09,1.26,-0.04,-0.08
FSBC,36074850.0,0.14,0.023799999999999998,-821208602.15,74300663.58,28.38,4.31,-85.0,0.09,0.14,0.19,0.19,0.51,0.02
LSXMB,509150000.0,-1.02,0.0682,80723809523.81,63246615384.62,46.01,6452.27,13924.0,0.04,-1.02,0.01,0.12,0.07,0.01
CENT,128984100.0,0.07,0.0625,11182600000.0,12468912595.1,41.4,1099.97,2557.0,0.07,0.07,0.06,0.82,0.05,0.05
QNST,-4460800.0,-0.36,0.11259999999999999,434100132.45,299318458.15,14.38,5.52,-62.0,-0.01,-0.36,0.09,0.88,-0.01,0.07
CASS,24313400.0,-0.01,0.08109999999999999,917746938.78,-1286285269.21,43.43,-91.81,-311.0,0.05,-0.01,0.09,0.23,0.18,0.01
CARA,-75174850.0,-2.72,0.0705,-1875372972.97,-2449573764.11,12.77,-45.82,-459.0,-0.13,-2.72,-0.35,0.76,-3.84,-0.29
IPGP,236653600.0,0.02,0.08900000000000001,10275921387.28,6802713637.78,92.11,127.61,39.0,0.06,0.02,0.1,2.26,0.19,0.09
ACBI,19159000.0,-1.89,0.07,3044253333.33,973218240.94,32.34,inf,inf,0.03,-1.89,0.06,0.21,0.28,0.01
LSXMK,509150000.0,-1.02,0.0697,76805177993.53,56631035532.99,42.84,252.69,490.00000000000006,0.04,-1.02,0.01,0.12,0.07,0.01
LSXMA,509150000.0,-1.02,0.0697,76805177993.53,56631035532.99,42.91,586.51,1267.0,0.04,-1.02,0.01,0.12,0.07,0.01
BYSI,-54552150.0,0.08,0.07780000000000001,-1118012590.8,-1965039010.22,0.5723,-50.2,-8872.0,-2.86,0.08,0.8,2.75,-47.5,-2.48
WLDN,-7154450.0,-1.1,0.0794,455410526.32,-168629571.43,15.83,-13.18,-183.0,-0.04,-1.1,-0.0,0.1,-0.02,-0.0
KTOS,-1700000.0,-0.05,0.0968,1367210884.35,-996840717.46,9.9,-8.04,-181.0,-0.0,-0.05,0.02,1.58,-0.0,0.01
LBRDK,622200000.0,0.87,0.0795,3466666666.67,10930337739.02,90.58,73.39,-19.0,0.05,0.87,0.02,0.33,0.74,0.02
LBRDA,622200000.0,0.87,0.0809,3360377358.49,11025157957.7,90.28,439.17,386.0,0.05,0.87,0.02,0.33,0.74,0.02
BGCP,105405950.0,0.22,0.0915,-15323754482.76,7674127647.66,4.49,23.77,429.0,0.07,0.22,0.06,0.4,0.06,0.03
Z,-448610450.0,0.74,0.1124,-44334128571.43,-67836441822.34,38.68,-362.35,-1037.0,-0.05,0.74,-0.05,0.67,-0.06,-0.04
AMCX,213006600.0,-0.11,0.0462,24185980000.0,-415073144.24,19.23,-13.49,-170.0,0.31,-0.11,0.07,0.84,0.08,0.06
WABC,73532650.0,0.04,0.0698,2855529268.29,-1980435759.95,61.69,-73.72,-220.00000000000003,0.05,0.04,0.1,0.17,0.4,0.01
FORD,445234.25,-1.21,0.0461,-59203476.54,-38843535.91,1.2701,-3.86,-404.0,0.04,-1.21,-0.12,0.2,0.01,-0.05
HIFS,57339300.0,0.2,0.0533,4963256692.91,15238325379.78,288.57,7112.74,2365.0,0.11,0.2,0.15,0.0,0.59,0.02
ICCC,-66548.2,-0.35,0.06480000000000001,135726438.1,-129267650.83,7.0,-16.7,-339.0,-0.0,-0.35,-0.04,4.02,-0.0,-0.03
ABUS,-64809950.0,0.29,0.16949999999999998,-527294224.92,-719506554.76,2.48,-5.32,-315.0,-0.23,0.29,-0.68,9.74,-6.94,-0.64
CENTA,128984100.0,0.07,0.0621,11329739473.68,12942406154.95,39.44,306.98,678.0,0.07,0.07,0.06,0.82,0.05,0.05
ZG,-448610450.0,0.74,0.1167,-41970410403.12,-64203609702.51,38.19,-1046.11,-2839.0,-0.05,0.74,-0.05,0.67,-0.06,-0.04
PETZ,0.0,0.0,0.09960000000000001,,,2.51,,,-0.03,0.0,-1.1,1.3,0.0,-0.41
OSS,1982857.05,-80.1,0.10210000000000001,98830529.03,,3.035,,,0.04,-80.1,-0.0,0.53,0.04,-0.0
PETQ,-13571950.0,4.26,0.08410000000000001,1280502908.28,-4117615813136.14,11.86,-141328.36,-1191739.0,-0.05,4.26,-0.04,0.81,-0.02,-0.04
LAUR,163579100.0,-0.32,0.075,-2937527272.73,-9743358819.59,10.23,-53.77,-626.0,0.1,-0.32,0.05,0.87,0.18,0.04
NMRK,638118800.0,1.82,0.0659,-1196330158.73,871896510423.65,8.6,4558.96,52911.0,0.41,1.82,0.1,0.09,0.26,0.06
PINC,225986950.0,0.3,0.0527,36377694736.84,138025859716.09,33.88,1132.66,3243.0,0.06,0.3,0.08,0.11,0.19,0.06
HSII,0.0,0.0,0.0684,0.0,0.0,29.88,0.0,-100.0,0.0,0.0,0.0,0.0,0.0,0.0
GRFS,155382550.0,-0.15,0.030600000000000002,-30280066206.9,10068870812.86,8.41,14.64,74.0,0.02,-0.15,0.04,0.19,0.04,0.03
MGTX,-67626850.0,0.02,0.1065,539129377.71,-1205865515.78,6.38,-27.13,-525.0,-0.28,0.02,-0.43,2.02,-2.11,-0.36
CYRX,-234198800.0,2.04,0.107,490978171.09,-501947575801.67,19.99,-10167.53,-50963.0,-0.28,2.04,-0.16,3.26,-1.24,-0.15
MNRO,52332800.0,0.03,0.075,5856216759.78,5052343249.94,46.92,150.63,221.0,0.04,0.03,0.04,0.02,0.05,0.04
WERN,220194200.0,0.12,0.0659,25768160563.38,-3686144920.14,44.35,-55.11,-224.00000000000003,0.09,0.12,0.1,0.2,0.09,0.08
DYSL,-314500.0,0.17,0.020099999999999996,-23011494.25,-154332192.9,2.5,-10.29,-512.0,-0.01,0.17,0.05,0.03,-0.01,0.04
CMCSA,12035150000.0,0.06,0.121,1309866666666.67,104509406545.76,35.86,22.92,-36.0,0.09,0.06,0.05,0.3,0.12,0.05
ENTA,-67146600.0,-0.21,0.0556,-3770462827.23,-13305846484.12,45.24,-654.66,-1547.0,-0.09,-0.21,0.0,1.58,-0.81,0.0
ATLC,151216700.0,1.3,0.0695,7633217391.3,43758155205.87,28.41,2899.08,10104.0,0.41,1.3,0.06,4.32,0.41,0.05
ARLP,151433450.0,-0.81,0.113,8009465957.45,3576514886.16,22.81,28.12,23.0,0.06,-0.81,0.09,0.69,0.11,0.08
ARCB,181492850.0,0.53,0.1061,5773315116.28,4863814580.26,80.97,190.23,135.0,0.1,0.53,0.08,0.11,0.05,0.05
FIBK,163285000.0,0.05,0.08109999999999999,6931753986.33,-8458735514.63,43.09,-202.91,-571.0,0.07,0.05,0.08,0.01,0.3,0.01
ESQ,15236250.0,0.21,0.08349999999999999,695189677.42,-110485977.98,43.7,-14.08,-132.0,0.05,0.21,0.11,0.14,0.31,0.01
NTRS,1313505000.0,0.01,0.0649,55909629629.63,-82793681440.62,91.66,-398.7,-535.0,0.08,0.01,0.08,0.02,0.24,0.01
PTEN,-556363250.0,0.23,0.1589,2222764408.16,-2532027328.31,17.61,-11.77,-167.0,-0.17,0.23,-0.17,0.27,-0.48,-0.15
MNDO,5054950.0,0.03,0.0839,165357630.98,202850562.1,2.185,10.15,365.0,0.14,0.03,0.21,0.74,0.23,0.18
CLSD,319600.0,-0.46,0.16449999999999998,,,1.2,,,0.01,-0.46,-1.58,6.56,0.01,-0.99
FISV,1133900000.0,0.05,0.0755,145600000000.0,73345381937.54,105.46,111.09,5.0,0.02,0.05,0.05,0.05,0.08,0.04
CUE,-37536998.75,0.03,0.13970000000000002,-391669236.15,-491581531.68,3.95,-15.48,-492.0,-0.35,0.03,-0.69,5.03,-2.96,-0.59
IRIX,-4441250.0,-0.17,0.10460000000000001,133240121.58,128360910.59,2.35,8.09,244.0,-0.14,-0.17,-0.31,1.89,-0.1,-0.22
ITRI,-69066750.0,-0.73,0.0971,3306292617.45,1399942410.07,54.48,30.92,-43.0,-0.03,-0.73,-0.02,0.32,-0.04,-0.02
MITK,6781300.0,-2.84,0.10679999999999999,579526906.47,370015289.46,10.45,8.29,-21.0,0.02,-2.84,-0.01,0.77,0.07,-0.01
LYL,0.0,0.0,0.124,-55794144.6,-84586349.7,0.494,-3.76,-861.0,-1.3,0.0,-0.48,0.53,0.0,-0.29
FLL,9950100.0,17.41,0.13369999999999999,725653725.08,1.4715803894111587e+17,7.39,4299409508.18,58178748319.00001,0.05,17.41,-0.01,2.33,0.06,-0.01
CPSI,15665500.0,0.03,0.0652,1833715942.03,3077324212.58,29.66,210.08,608.0,0.04,0.03,0.06,0.25,0.07,0.05
KZIA,-20950642.75,0.41,0.1778,-171793683.02,-257711237.4,0.6391,-19.52,-3154.0,-2.79,0.41,-0.55,1.57,-2464.78,-0.47
AQMS,-15464050.0,-0.14,0.1321,-57577287.07,-134013012.91,0.7444,-1.92,-358.0,-0.35,-0.14,-0.72,2.0,-105.16,-0.62
OTIC,-43503850.0,0.01,0.0572,-2826317419.35,-6278065158.09,0.144,-110.76,-77017.0,-6.27,0.01,-0.56,6.28,-409.45,-0.49
CLBK,78241650.0,0.46,0.0458,13215102439.02,-3614147095.41,21.6,-33.2,-254.0,0.04,0.46,0.03,0.01,0.33,0.01
PFMT,-8744800.0,0.36,0.0758,117020259.74,-162040224.33,2.42,-2.34,-197.0,-0.06,0.36,-0.17,0.99,-0.08,-0.11
ICAD,-9558250.0,0.1,0.10310000000000001,-139164901.66,-216523926.01,1.82,-8.62,-574.0,-0.25,0.1,-0.44,2.29,-0.33,-0.28
MNTX,-3887050.0,-0.09,0.0463,1071585185.19,172929204.78,4.98,8.67,74.0,-0.05,-0.09,-0.08,0.26,-0.02,-0.05
HEAR,15062850.0,0.02,0.1363,55445720.04,-158394361.97,10.02,-9.87,-199.0,0.11,0.02,0.38,0.48,0.05,0.18
MEOH,410004300.0,-1.72,0.0796,32466940050.38,22144428172.29,38.32,291.76,661.0,0.17,-1.72,0.06,0.97,0.11,0.05
CCRN,112201700.0,-2.13,0.08039999999999999,-1892944779.58,,36.64,,,0.09,-2.13,-0.01,0.01,0.08,-0.01
MRTN,72613800.0,0.11,0.0739,10442220054.2,-1422271116.37,21.49,-17.15,-180.0,0.05,0.11,0.09,0.61,0.09,0.08
MTEX,8365700.0,-0.08,0.1091,165013333.33,145407606.89,21.95,75.66,245.00000000000003,0.23,-0.08,0.12,0.8,0.06,0.06
ZLAB,-598800350.0,0.54,0.0802,-12811448723.9,-24021943133.92,36.59,-249.17,-781.0,-0.19,0.54,-0.48,5.0,-4.88,-0.41
DOGZ,2750225.15,-1.56,0.08710000000000001,449123370.97,-270132049.5,0.915,-11.88,-1398.0,0.11,-1.56,-0.02,2.56,0.12,-0.02
CTRN,52904000.0,0.41,0.1099,2056787832.7,582234794.17,31.1,68.49,120.0,0.24,0.41,0.11,0.27,0.06,0.07
GRPN,100867800.0,2.56,0.0815,-1840502857.14,983433974737.06,8.4,33268.63,395955.0,0.48,2.56,-0.11,0.79,0.12,-0.03
CLAR,22179050.0,1.03,0.0693,578571986.97,471953820.83,8.27,12.76,54.0,0.09,1.03,0.05,0.27,0.07,0.04
MRCY,9583750.0,-0.06,0.0736,255979831.93,-2836190303.5,53.58,-50.07,-193.0,0.0,-0.06,0.03,0.34,0.01,0.03
IIVI,0.0,0.0,0.013999999999999999,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PPIH,5152700.0,-2.78,0.044199999999999996,-53193442.62,-380739085.19,9.75,-47.2,-584.0,0.08,-2.78,0.0,0.21,0.04,0.0
JAKK,-5106800.0,-0.23,0.1359,25110103.09,-469874191.98,19.08,-49.44,-359.0,-0.03,-0.23,-0.15,0.26,-0.01,-0.08
PLYA,-76229700.0,12.8,0.09380000000000001,913217196.26,-1.1580962715944238e+17,6.09,-704948428.6,-11575507959.0,-0.09,12.8,-0.04,2.57,-0.17,-0.04
ALGT,129075050.0,-0.71,0.06849999999999999,28662472222.22,13275118065.13,81.9,733.93,796.0,0.1,-0.71,0.04,0.55,0.09,0.03
FANG,1854700000.0,-4.92,0.146,59402744739.25,-14903637179032.09,145.46,-82261.0,-56652.0,0.08,-4.92,-0.03,0.45,0.34,-0.03
MCRB,-55741300.0,-0.06,0.1957,106853097.35,-250281584.36,7.13,-2.72,-138.0,-0.1,-0.06,-0.65,2.19,-0.45,-0.45
OSIS,98044950.0,0.16,0.0795,1958807655.5,995342047.43,90.21,55.48,-38.0,0.07,0.16,0.09,0.1,0.1,0.06
CDZI,-26561650.0,0.05,0.09539999999999998,141269750.89,-961952541.54,2.11,-22.03,-1144.0,-0.34,0.05,-0.41,4.36,-55.41,-0.39
ALBO,-28925500.0,0.09,0.1002,-1708247852.76,-2396267422.84,23.78,-124.3,-623.0,-0.07,0.09,-0.31,5.47,-0.84,-0.28
HURN,53538950.0,-0.7,0.0679,997087043.19,-130029359.74,79.11,-5.93,-107.0,0.04,-0.7,0.03,0.1,0.07,0.02
PCYG,3402630.75,0.22,0.0731,178232245.13,271834167.41,5.19,14.01,170.0,0.04,0.22,0.08,3.52,0.22,0.06
ALPN,-42783050.0,0.14,0.085,-329188284.52,-618483151.09,6.5,-21.17,-426.0,-0.27,0.14,-0.56,0.97,-2.15,-0.46
BGNE,-1201350900.0,0.22,0.0754,-28052402083.33,,201.86,,,-0.07,0.22,-0.4,2.74,-1.2,-0.33
PLXS,118075200.0,1.7,0.08869999999999999,3963035114.5,99803022158.12,111.07,3563.17,3108.0,0.04,1.7,0.08,0.24,0.04,0.04
ICLR,130207250.0,-0.11,0.08109999999999999,23296302912.62,,213.07,,,0.01,-0.11,0.14,0.3,0.03,0.09
LXRX,-74594300.0,-0.68,0.1075,-1265643120.57,-1634619113.13,2.26,-10.98,-586.0,-0.26,-0.68,-0.31,2.9,-294.49,-0.26
NERV,-42420059.2,-6.1,0.311,-106430727.45,866839495365.76,3.4,20290.43,596677.0,-0.34,-6.1,-0.51,21.55,-inf,-0.48
FWONK,-161500000.0,0.29,0.0917,9717073170.73,6121966760.09,61.24,30.03,-51.0,-0.01,0.29,-0.03,1.6,-0.09,-0.03
NSIT,186443250.0,0.07,0.1281,2474328555.68,-1622476208.64,102.31,-46.51,-145.0,0.06,0.07,0.1,0.04,0.02,0.05
ADUS,38357100.0,0.27,0.0839,993470129.87,756073508.2,112.55,47.47,-57.99999999999999,0.03,0.27,0.05,1.44,0.05,0.04
CALM,112752500.0,13.81,0.0152,-9474877064.22,6.009510315829213e+17,59.29,13640431435.54,23006293433.0,0.05,13.81,0.04,0.32,0.07,0.04
ADI,1181858700.0,-0.01,0.0901,59960576779.03,48479956001.56,168.63,92.28,-45.0,0.02,-0.01,0.06,0.71,0.19,0.06
MANT,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OKTA,-721149350.0,0.7,0.09910000000000001,2052307796.61,-12056952787.53,65.08,-81.18,-225.0,-0.08,0.7,-0.18,0.21,-0.65,-0.1
PRPH,5332050.0,-0.77,0.0263,849001739.13,-1405931445.12,10.27,-90.79,-984.0,0.04,-0.77,-0.1,0.54,0.08,-0.08
FWONA,-161500000.0,0.29,0.0917,9735338345.86,6121966760.09,54.89,246.93,350.0,-0.01,0.29,-0.03,1.6,-0.09,-0.03
KALU,-15725000.0,-0.56,0.0782,3590351758.79,-933095286.4,89.79,-58.82,-166.0,-0.01,-0.56,0.03,0.66,-0.01,0.03
BECN,231200000.0,-1.2,0.0925,5647374301.68,-738641176.51,59.47,-10.54,-118.0,0.07,-1.2,-0.0,0.16,0.04,-0.0
AIRG,-8573950.0,-0.85,0.0695,-335955417.96,-663309308.67,7.89,-65.71,-933.0,-0.13,-0.85,-0.08,0.73,-0.16,-0.06
KRNT,0.0,0.0,0.1294,0.0,0.0,25.5,0.0,-100.0,0.0,0.0,0.0,0.0,0.0,0.0
CLGN,201450.0,-0.16,0.26489999999999997,-704510344.83,-849803.54,6.59,-0.08,-101.0,0.0,-0.16,-0.81,4.36,0.02,-0.57
HIBB,148166050.0,0.68,0.1235,2789146976.74,2700809985.61,66.22,197.3,198.0,0.19,0.68,0.15,0.09,0.1,0.11
OLLI,133836750.0,0.09,0.0684,2719701960.78,-62392100.98,60.47,-0.99,-102.0,0.04,0.09,0.12,0.94,0.09,0.1
MKSI,468690000.0,0.32,0.1051,11443151515.15,9696341482.29,83.86,174.84,108.0,0.12,0.32,0.11,2.1,0.19,0.1
PRVB,-97267200.0,0.46,0.12539999999999998,-1110870588.24,-1741657339.08,9.41,-27.48,-392.0,-0.19,0.46,-0.72,3.43,-82.03,-0.64
ACHV,-28179200.0,0.32,0.0843,,,2.77,,,-1.27,0.32,-0.72,9.46,-inf,-0.63
JAZZ,-280217800.0,-0.62,0.065,33535756800.0,44227152801.75,157.25,719.5,358.0,-0.03,-0.62,0.05,0.73,-0.11,0.05
ICFI,60462200.0,0.05,0.0575,6835478787.88,11608326613.93,111.15,615.0,453.0,0.03,0.05,0.06,0.02,0.05,0.04
PLUG,-390970250.0,1.31,0.135,-1763512474.44,-77067670910.03,15.81,-133.72,-946.0000000000001,-0.05,1.31,-0.22,5.9,-0.92,-0.17
AEMD,-8853677.35,0.13,0.1007,-154004442.77,-216062274.06,0.4245,-14.03,-3404.9999999999995,-1.59,0.13,-1.2,9.36,-35.41,-0.85
AY,-25568000.0,-0.85,0.0358,-138381031578.95,20543186971.2,27.48,184.28,571.0,-0.01,-0.85,0.0,0.76,-0.02,0.0
FCEL,-85896750.0,0.21,0.2842,11779634.89,-876309117.25,3.66,-2.39,-165.0,-0.08,0.21,-0.19,8.19,-1.45,-0.16
IIN,0.0,0.0,0.011000000000000001,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ARCT,-173122900.0,0.85,0.1681,-1056346296.3,-5585297031.88,19.1,-211.88,-1209.0,-0.4,0.85,-0.49,3.72,-16.48,-0.37
PXS,-10487300.0,0.14,0.0479,5788147368.42,-1984439639.07,5.29,-46.74,-984.0,-0.05,0.14,-0.09,0.27,-0.49,-0.08
VYGR,-60517450.0,-1.18,0.057699999999999994,-2887306951.87,-7617072727.23,6.45,-200.67,-3211.0,-0.29,-1.18,-0.28,2.3,-1.9,-0.21
CSII,-31393050.0,23.91,0.0797,-489532394.37,-1.0559110021281946e+19,13.93,-260392792757.76,-1869294994772.0,-0.07,23.91,-0.07,1.66,-0.16,-0.06
PPSI,-1841950.0,0.18,0.0429,-364693333.33,-132501817.55,3.03,-13.74,-553.0,-0.07,0.18,-0.16,1.51,-0.12,-0.08
AMSF,55892600.0,-0.0,0.0547,2307683615.82,7201600697.87,54.15,371.9,587.0,0.06,-0.0,0.06,0.45,0.21,0.05
ECOL,4536450.0,-3.15,0.07,6412813333.33,1003383362.17,47.99,inf,inf,0.0,-3.15,-0.04,0.36,0.01,-0.04
LUNA,1174700.0,-0.33,0.131,67297475.3,-8495448.33,7.44,-0.27,-104.0,0.01,-0.33,0.07,0.52,0.02,0.06
AMRK,112655600.0,3.75,0.031400000000000004,15670610526.32,19652755472895.26,35.5,1731200.0,4876520.0,0.33,3.75,0.18,0.05,0.02,0.07
COLM,300991800.0,0.41,0.0836,8779088937.09,,91.17,,,0.06,0.41,0.12,1.12,0.11,0.09
CBSH,451150250.0,0.07,0.0805,15646333793.1,-14486921642.48,70.64,-118.76,-268.0,0.06,0.07,0.12,0.13,0.36,0.01
OSPN,-25996400.0,1.0,0.0506,-43725547.45,-10608146755.63,13.29,-265.43,-2097.0,-0.06,1.0,-0.03,0.71,-0.14,-0.02
WRLD,45831861.45,0.34,0.0705,9741072768.73,13357808198.72,72.05,1993.88,2667.0,0.11,0.34,0.06,0.21,0.09,0.05
LEDS,-2423350.0,0.8,0.0687,-54490614.89,-183159283.07,2.4099,-41.07,-1804.0,-0.27,0.8,-0.33,0.51,-0.6,-0.18
LOB,141945750.0,0.77,0.1007,-1959618739.9,-7077890791.91,34.21,-164.21,-580.0,0.11,0.77,0.08,0.03,0.38,0.01
GLDD,42017200.0,-1.95,0.066,6404892193.31,-5039645040.55,7.23,-76.66,-1160.0,0.1,-1.95,0.05,0.94,0.07,0.04
CZR,-866150000.0,-5.19,0.1223,21485714285.71,16473679187695.53,51.38,77061.19,149883.0,-0.09,-5.19,-0.01,0.2,-0.11,-0.01
EYE,109007400.0,0.68,0.1018,5777917241.38,3400755267.15,40.43,41.12,2.0,0.04,0.68,0.03,0.89,0.06,0.03
DCPH,-254969400.0,0.32,0.0555,-13427468108.11,-46964078220.84,15.65,-803.07,-5231.0,-0.33,0.32,-0.51,0.9,-3.12,-0.43
ACIW,108622350.0,0.18,0.0791,5968980952.38,5375436255.18,21.7,45.72,111.00000000000001,0.05,0.18,0.04,0.16,0.09,0.03
LTBR,-6660315.25,-0.09,0.21489999999999998,-64480520.0,-71031700.16,4.83,-9.31,-293.0,-0.21,-0.09,-0.58,144.28,-inf,-0.53
HSKA,-975800.0,1.49,0.1116,112643243.24,,65.34,,,-0.0,1.49,-0.0,5.09,-0.0,-0.0
VXRT,-59899500.0,0.44,0.0819,-1272080536.91,-2400747981.68,1.3,-19.13,-1572.0,-0.43,0.44,-0.47,13.33,-79.0,-0.39
BANF,142485500.0,0.11,0.1013,3504977639.75,-4847865119.72,102.06,-148.83,-246.0,0.05,0.11,0.12,0.25,0.34,0.02
NXST,709382800.0,0.48,0.075,40928765417.87,37748286919.87,183.28,923.14,404.0,0.11,0.48,0.05,0.24,0.18,0.05
IOSP,79135000.0,0.41,0.09519999999999999,2364123711.34,962561538.14,111.29,39.05,-65.0,0.03,0.41,0.07,0.42,0.06,0.05
FCNCA,465340150.0,0.07,0.08310000000000001,-4005952838.43,-65834693105.25,814.68,-7471.69,-1017.0,0.07,0.07,0.09,0.01,0.28,0.01
ANGI,-60671300.0,1.93,0.09519999999999999,1480092364.99,-102593267045.51,2.37,-1276.45,-53959.0,-0.06,1.93,0.01,1.55,-0.04,0.01
CCB,22954250.0,0.29,0.1143,439864406.78,-1956762293.38,51.94,-152.06,-393.0,0.04,0.29,0.08,0.01,0.28,0.01
MSTR,-455158000.0,15.52,0.12539999999999998,1331572413.79,-2.720949244135603e+18,206.94,-294087683660.76,-142112536903.0,-0.23,15.52,-0.02,0.2,-1.05,-0.02
HWKN,43810700.0,0.19,0.0748,1978745600.0,375233042.42,41.81,17.77,-56.99999999999999,0.06,0.19,0.09,0.03,0.07,0.08
PIRS,-38877300.0,0.14,0.08560000000000001,-147245569.62,-377162031.12,1.0,-5.23,-623.0,-0.63,0.14,-0.35,2.33,-1.46,-0.26
DARE,-32891689.25,0.26,0.09849999999999999,-486170626.34,-679366927.73,0.9402,-8.87,-1043.0,-0.54,0.26,59.52,3.22,-inf,-2.09
CMRX,-147250600.0,0.67,0.1014,-1615450467.29,-3948887042.93,2.25,-45.46,-2120.0,-0.89,0.67,-1.11,0.52,-87.54,-0.89
JAGX,-44710000.0,0.14,0.2707,-156465404.48,-228267098.16,0.123,-4.95,-4124.0,-9.28,0.14,-1.65,1.1,-12.13,-0.9
PCH,360281000.0,0.67,0.0872,10565018913.48,18027145798.34,47.69,261.03,447.0,0.13,0.67,0.08,2.35,0.32,0.08
BCOR,6593450.0,-2.05,0.0678,2695529896.91,,24.91,,,0.01,-2.05,-0.06,1.21,0.01,-0.06
LKQ,927242050.0,0.23,0.09230000000000001,31745101470.59,20728367838.76,55.06,71.11,28.999999999999996,0.07,0.23,0.07,0.13,0.08,0.06
ADTN,-7339750.0,-0.88,0.11410000000000001,116892227.98,-255503924.59,20.87,-5.25,-125.0,-0.01,-0.88,-0.04,0.36,-0.02,-0.03
PSMT,83268550.0,0.07,0.0673,3787175757.58,84808991.19,70.0,2.75,-96.0,0.05,0.07,0.08,0.38,0.03,0.06
PCYO,17093500.0,2.9,0.0902,123018249.53,355549392504.46,10.34,14864.85,143661.0,0.08,2.9,0.09,1.61,1.17,0.08
XENE,-67049700.0,0.37,0.1213,-862854612.55,-1229733743.06,38.89,-23.84,-161.0,-0.04,0.37,-0.25,12.27,-4.28,-0.21
ACHC,162039750.0,-2.25,0.098,10788266666.67,541804827.51,87.44,6.02,-93.0,0.02,-2.25,-0.02,0.33,0.08,-0.02
ARTNA,14302950.0,0.04,0.0425,15001792000.0,-900409928.58,54.52,-105.62,-294.0,0.03,0.04,0.03,0.0,0.19,0.03
OTEX,337526500.0,0.09,0.0756,31940450285.71,30425535355.46,29.29,112.04,283.0,0.05,0.09,0.04,1.15,0.11,0.03
PCAR,1574285000.0,0.01,0.061900000000000004,161474796747.97,31311496972.89,105.79,90.19,-15.0,0.05,0.01,0.1,0.38,0.08,0.07
KRYS,-59134500.0,0.58,0.0833,458184017.28,-4193907645.88,77.5,-168.39,-317.0,-0.04,0.58,-0.1,13.26,-inf,-0.1
IMGN,-118407550.0,0.26,0.08869999999999999,-3346767816.09,-4979231386.71,5.47,-22.62,-514.0,-0.12,0.26,-0.48,4.74,-1.99,-0.35
CVGW,-10045300.0,-0.31,0.0527,1646227848.1,609925114.84,34.8,34.5,-1.0,-0.02,-0.31,0.04,0.02,-0.01,0.03
FNKO,37315000.0,2.23,0.1016,2043103071.67,139952010929.48,10.51,3504.94,33249.0,0.1,2.23,0.03,0.29,0.04,0.02
CME,2240940000.0,0.07,0.0703,79240481927.71,,176.63,,,0.04,0.07,0.06,0.02,0.56,0.02
XEL,1357450000.0,0.05,0.051399999999999994,503031578947.37,-1583125093284.28,69.14,-2938.92,-4351.0,0.04,0.05,0.03,0.03,0.12,0.03
LKFN,81373050.0,0.04,0.0765,3165796954.31,-1569128772.89,77.64,-62.02,-180.0,0.05,0.04,0.13,0.12,0.43,0.02
IIIN,106259350.0,0.76,0.096,,,29.78,,,0.22,0.76,,,0.15,
ADMP,-38953968.3,0.1,0.0758,-983238766.84,-1612488331.95,0.2,-10.83,-5515.0,-1.54,0.1,-1.94,2.07,-20.75,-1.01
